Address,Assembly District (current),BIN (NYC DOB),Building ID,Congressional District (current),County,Floodplain,Housing Company name,HID,Latitude,Longitude,Management Email,Management Name,Management Phone,BBL / Parcel ID,School district name,School district SDL code,State Senate District (current),Status,Total project units,Tract GEOID '20,x,y
"601 Mayfield Dr, Potsdam, 13676-3200",116,,00006,21,St Lawrence,,Sandstone Housing Co.,H146,44.68632751,-74.98325564,,Sandstone Housing Corp.,,,POTSDAM CSD,512902,45,Active,148,36089490900,-8347098.063099997,5572276.010400005
"701 Mayfield Dr, Potsdam, 13676-3200",116,,00007,21,St Lawrence,,Sandstone Housing Co.,H146,44.68645335,-74.98323972,,Sandstone Housing Corp.,,,POTSDAM CSD,512902,45,Active,148,36089490900,-8347096.290899999,5572295.713799998
"801 Mayfield Dr, Potsdam, 13676-3200",116,,00008,21,St Lawrence,,Sandstone Housing Co.,H146,44.68659019,-74.98325057,,Sandstone Housing Corp.,,,POTSDAM CSD,512902,45,Active,148,36089490900,-8347097.498799998,5572317.139600001
"901 Mayfield Dr, Potsdam, 13676-3200",116,,00009,21,St Lawrence,,Sandstone Housing Co.,H146,44.68672358,-74.98328303,,Sandstone Housing Corp.,,,POTSDAM CSD,512902,45,Active,148,36089490900,-8347101.1121999975,5572338.025200002
"1001 Mayfield Dr, Potsdam, 13676-3200",116,,00010,21,St Lawrence,,Sandstone Housing Co.,H146,44.68678787,-74.98343255,,Sandstone Housing Corp.,,,POTSDAM CSD,512902,45,Active,148,36089490900,-8347117.756699998,5572348.091500007
"1101 Mayfield Dr, Potsdam, 13676-3200",116,,00011,21,St Lawrence,,Sandstone Housing Co.,H146,44.68685414,-74.9836223,,Sandstone Housing Corp.,,,POTSDAM CSD,512902,45,Active,148,36089490900,-8347138.8796000015,5572358.467799999
"1201 Mayfield Dr, Potsdam, 13676-3200",116,,00012,21,St Lawrence,,Sandstone Housing Co.,H146,44.6870012,-74.98374797,,Sandstone Housing Corp.,,,POTSDAM CSD,512902,45,Active,148,36089490900,-8347152.869100001,5572381.4939000085
"1301 Mayfield Dr, Potsdam, 13676-3200",116,,00013,21,St Lawrence,,Sandstone Housing Co.,H146,44.68714628,-74.9837393,,Sandstone Housing Corp.,,,POTSDAM CSD,512902,45,Active,148,36089490900,-8347151.9038999975,5572404.210000008
"1401 Mayfield Dr, Potsdam, 13676-3200",116,,00014,21,St Lawrence,,Sandstone Housing Co.,H146,44.68729474,-74.98364432,,Sandstone Housing Corp.,,,POTSDAM CSD,512902,45,Active,148,36089490900,-8347141.330799999,5572427.455500007
"1521 Mayfield, Potsdam, 13676-3200",116,,00015,21,St Lawrence,,Sandstone Housing Co.,H146,44.68735346,-74.98336997,,Sandstone Housing Corp.,,,POTSDAM CSD,512902,45,Active,148,36089490900,-8347110.790299999,5572436.649700008
"1201 Pennsylvania Ave, Brooklyn, 11239-1216",60,3336175,000A1,8,Kings,,"Starrett City, Inc.",H147,40.65124665,-73.88465793,LPaladino@springcreektowers.com ,"Brooksville Affordable, LLC",(718) 648-1210,3044350001,NYC GEOG DIST #19 - BROOKLYN,331900,19,Active,5881,36047105801,-8224802.654699998,4961037.1347
"1155 Pennsylvania Ave, Brooklyn, 11239-1215",60,3336174,000A2,8,Kings,,"Starrett City, Inc.",H147,40.65189773,-73.88496139,LPaladino@springcreektowers.com ,"Brooksville Affordable, LLC",(718) 648-1210,3044350001,NYC GEOG DIST #19 - BROOKLYN,331900,19,Active,5881,36047105801,-8224836.435700001,4961132.6657000035
"175 Ardsley Loop, Brooklyn, 11239-1314",60,3336176,000A3,8,Kings,,"Starrett City, Inc.",H147,40.65261099,-73.8838274,LPaladino@springcreektowers.com ,"Brooksville Affordable, LLC",(718) 648-1210,3044350001,NYC GEOG DIST #19 - BROOKLYN,331900,19,Active,5881,36047105801,-8224710.200500002,4961237.321200006
"225 Vandalia Ave, Brooklyn, 11239-1421",60,3336177,000A4,8,Kings,,"Starrett City, Inc.",H147,40.65314047,-73.88230419,LPaladino@springcreektowers.com ,"Brooksville Affordable, LLC",(718) 648-1210,3044350001,NYC GEOG DIST #19 - BROOKLYN,331900,19,Active,5881,36047105801,-8224540.637499999,4961315.011700004
"185 Ardsley Loop, Brooklyn, 11239-1315",60,3336173,000A5,8,Kings,,"Starrett City, Inc.",H147,40.65263128,-73.88293546,LPaladino@springcreektowers.com ,"Brooksville Affordable, LLC",(718) 648-1210,3044350001,NYC GEOG DIST #19 - BROOKLYN,331900,19,Active,5881,36047105801,-8224610.910200002,4961240.2983000055
"180 Bethel Loop, Brooklyn, 11239-1719",60,3397020,000B1,8,Kings,,"Starrett City, Inc.",H147,40.65119865,-73.88236969,LPaladino@springcreektowers.com ,"Brooksville Affordable, LLC",(718) 648-1210,3044520085,NYC GEOG DIST #19 - BROOKLYN,331900,19,Active,5881,36047105801,-8224547.9289,4961030.091900006
"200 Bethel Loop, Brooklyn, 11239-1721",60,3343585,000B2,8,Kings,,"Starrett City, Inc.",H147,40.65199084,-73.88124391,LPaladino@springcreektowers.com ,"Brooksville Affordable, LLC",(718) 648-1210,3044520085,NYC GEOG DIST #19 - BROOKLYN,331900,19,Active,5881,36047105801,-8224422.607599996,4961146.327500001
"190 Bethel, Brooklyn, 11239-1720",60,,000B3,8,Kings,,"Starrett City, Inc.",H147,40.65227055,-73.88173317,LPaladino@springcreektowers.com ,"Brooksville Affordable, LLC",(718) 648-1210,,NYC GEOG DIST #19 - BROOKLYN,331900,19,Active,5881,36047105801,-8224477.071799999,4961187.368799999
"20 Vandalia Ave, Brooklyn, 11239-1015",60,3342906,000C1,8,Kings,,"Starrett City, Inc.",H147,40.64939061,-73.88666849,LPaladino@springcreektowers.com ,"Brooksville Affordable, LLC",(718) 648-1210,3044520001,NYC GEOG DIST #19 - BROOKLYN,331900,19,Active,5881,36047105804,-8225026.469299994,4960764.808900006
"50 Vandalia Ave, Brooklyn, 11239-1016",60,3342908,000C2,8,Kings,,"Starrett City, Inc.",H147,40.64989266,-73.88603147,LPaladino@springcreektowers.com ,"Brooksville Affordable, LLC",(718) 648-1210,3044520001,NYC GEOG DIST #19 - BROOKLYN,331900,19,Active,5881,36047105804,-8224955.556499995,4960838.471000001
"1230 Pennsylvania Ave, Brooklyn, 11239-1117",60,3342902,000C3,8,Kings,,"Starrett City, Inc.",H147,40.6500354,-73.88462252,LPaladino@springcreektowers.com ,"Brooksville Affordable, LLC",(718) 648-1210,3044520001,NYC GEOG DIST #19 - BROOKLYN,331900,19,Active,5881,36047105804,-8224798.712899998,4960859.41430001
"1260 Croton Loop, Brooklyn, 11239-1515",60,3342904,000C4,8,Kings,,"Starrett City, Inc.",H147,40.64893686,-73.88526471,LPaladino@springcreektowers.com ,"Brooksville Affordable, LLC",(718) 648-1210,3044520001,NYC GEOG DIST #19 - BROOKLYN,331900,19,Active,5881,36047105804,-8224870.201199997,4960698.234000005
"1280 Croton Loop, Brooklyn, 11239-1516",60,3342905,000C5,8,Kings,,"Starrett City, Inc.",H147,40.64866898,-73.88429498,LPaladino@springcreektowers.com ,"Brooksville Affordable, LLC",(718) 648-1210,3044520001,NYC GEOG DIST #19 - BROOKLYN,331900,19,Active,5881,36047105804,-8224762.251299996,4960658.930399999
"1310 Pennsylvania Ave, Brooklyn, 11239-1915",60,3342903,000C6,8,Kings,,"Starrett City, Inc.",H147,40.64864151,-73.8830712,LPaladino@springcreektowers.com ,"Brooksville Affordable, LLC",(718) 648-1210,3044520001,NYC GEOG DIST #19 - BROOKLYN,331900,19,Active,5881,36047105804,-8224626.0207,4960654.900000006
"45 Twin Pines Dr, Brooklyn, 11239-1810",60,3342907,000C7,8,Kings,,"Starrett City, Inc.",H147,40.64780246,-73.88428265,LPaladino@springcreektowers.com ,"Brooksville Affordable, LLC",(718) 648-1210,3044520001,NYC GEOG DIST #19 - BROOKLYN,331900,19,Active,5881,36047105804,-8224760.878699999,4960531.795000009
"605 Louisiana Ave, Brooklyn, 11239-1517",60,3342901,000C8,8,Kings,,"Starrett City, Inc.",H147,40.64717604,-73.88505907,LPaladino@springcreektowers.com ,"Brooksville Affordable, LLC",(718) 648-1210,3044520001,NYC GEOG DIST #19 - BROOKLYN,331900,19,Active,5881,36047105804,-8224847.3094,4960439.88790001
"1255 Pennsylvania Ave, Brooklyn, 11239-1118",60,3343595,000D1,8,Kings,,"Starrett City, Inc.",H147,40.65019673,-73.88379523,LPaladino@springcreektowers.com ,"Brooksville Affordable, LLC",(718) 648-1210,3044520085,NYC GEOG DIST #19 - BROOKLYN,331900,19,Active,5881,36047105801,-8224706.6193,4960883.085200004
"130 Vandalia Ave, Brooklyn, 11239-1420",60,3343583,000D2,8,Kings,,"Starrett City, Inc.",H147,40.6509054,-73.88377485,LPaladino@springcreektowers.com ,"Brooksville Affordable, LLC",(718) 648-1210,3044520085,NYC GEOG DIST #19 - BROOKLYN,331900,19,Active,5881,36047105801,-8224704.350699998,4960987.064600006
"1275 Delmar Loop, Brooklyn, 11239-1613",60,3343586,000D3,8,Kings,,"Starrett City, Inc.",H147,40.65051142,-73.88246126,LPaladino@springcreektowers.com ,"Brooksville Affordable, LLC",(718) 648-1210,3044520085,NYC GEOG DIST #19 - BROOKLYN,331900,19,Active,5881,36047105801,-8224558.122399999,4960929.2579
"1285 Delmar Loop, Brooklyn, 11239-1614",60,3343587,000D4,8,Kings,,"Starrett City, Inc.",H147,40.65006756,-73.88186189,LPaladino@springcreektowers.com ,"Brooksville Affordable, LLC",(718) 648-1210,3044520085,NYC GEOG DIST #19 - BROOKLYN,331900,19,Active,5881,36047105801,-8224491.400899999,4960864.1329
"1305 Delmar, Brooklyn, 11239-1615",60,,000D5,8,Kings,,"Starrett City, Inc.",H147,40.6492167,-73.88272205,LPaladino@springcreektowers.com ,"Brooksville Affordable, LLC",(718) 648-1210,,NYC GEOG DIST #19 - BROOKLYN,331900,19,Active,5881,36047105801,-8224587.1535,4960739.292500012
"1325 Pennsylvania Ave, Brooklyn, 11239-1916",60,3343596,000D6,8,Kings,,"Starrett City, Inc.",H147,40.64860831,-73.88202261,LPaladino@springcreektowers.com ,"Brooksville Affordable, LLC",(718) 648-1210,3044520085,NYC GEOG DIST #19 - BROOKLYN,331900,19,Active,5881,36047105801,-8224509.292099999,4960650.028900005
"l25 Schroeders Ave, Brooklyn, 11239-2222",60,,000E1,8,Kings,,"Starrett City, Inc.",H147,40.64828308,-73.8803515,LPaladino@springcreektowers.com ,"Brooksville Affordable, LLC",(718) 648-1210,,NYC GEOG DIST #19 - BROOKLYN,331900,19,Active,5881,36047105801,-8224323.264900001,4960602.311100006
"135 Elmira Loop, Brooklyn, 11239-2011",60,3343589,000E2,8,Kings,,"Starrett City, Inc.",H147,40.64916597,-73.88126841,LPaladino@springcreektowers.com ,"Brooksville Affordable, LLC",(718) 648-1210,3044520085,NYC GEOG DIST #19 - BROOKLYN,331900,19,Active,5881,36047105801,-8224425.334899997,4960731.849300012
"145 Elmira Loop, Brooklyn, 11239-2012",60,3343590,000E3,8,Kings,,"Starrett City, Inc.",H147,40.64982314,-73.8805762,LPaladino@springcreektowers.com ,"Brooksville Affordable, LLC",(718) 648-1210,3044520085,NYC GEOG DIST #19 - BROOKLYN,331900,19,Active,5881,36047105801,-8224348.278499994,4960828.270800002
"1460 Pennsylvania Ave, Brooklyn, 11239-2520",60,3340241,000F1,8,Kings,,"Starrett City, Inc.",H147,40.6459334,-73.88004935,LPaladino@springcreektowers.com ,"Brooksville Affordable, LLC",(718) 648-1210,3044520020,NYC GEOG DIST #19 - BROOKLYN,331900,19,Active,5881,36047105804,-8224289.629699998,4960257.572900012
"1440 Freeport Loop, Brooklyn, 11239-2315",60,3391209,000F2,8,Kings,,"Starrett City, Inc.",H147,40.64566938,-73.88073388,LPaladino@springcreektowers.com ,"Brooksville Affordable, LLC",(718) 648-1210,3044520020,NYC GEOG DIST #19 - BROOKLYN,331900,19,Active,5881,36047105804,-8224365.831299998,4960218.8374999985
"1430 Freeport Loop, Brooklyn, 11239-2314",60,3391208,000F3,8,Kings,,"Starrett City, Inc.",H147,40.64501492,-73.88130717,LPaladino@springcreektowers.com ,"Brooksville Affordable, LLC",(718) 648-1210,3044520020,NYC GEOG DIST #19 - BROOKLYN,331900,19,Active,5881,36047105804,-8224429.649699999,4960122.819499999
"1420 Freeport Loop, Brooklyn, 11239-2313",60,3340238,000F4,8,Kings,,"Starrett City, Inc.",H147,40.64576558,-73.88194021,LPaladino@springcreektowers.com ,"Brooksville Affordable, LLC",(718) 648-1210,3044520020,NYC GEOG DIST #19 - BROOKLYN,331900,19,Active,5881,36047105804,-8224500.1194,4960232.95130001
"1445 Geneva Loop, Brooklyn, 11239-2418",60,3343598,000G1,8,Kings,,"Starrett City, Inc.",H147,40.64698435,-73.8789743,LPaladino@springcreektowers.com ,"Brooksville Affordable, LLC",(718) 648-1210,3044520200,NYC GEOG DIST #19 - BROOKLYN,331900,19,Active,5881,36047105801,-8224169.955699997,4960411.76380001
"1425 Penn Ave, Brooklyn, 11239-2108",60,,000G2,8,Kings,,"Starrett City, Inc.",H147,40.64685739,-73.8800849,LPaladino@springcreektowers.com ,"Brooksville Affordable, LLC",(718) 648-1210,3044520200,NYC GEOG DIST #19 - BROOKLYN,331900,19,Active,5881,36047105801,-8224293.587099997,4960393.136600003
"120 Schroeders Ave, Brooklyn, 11239-2223",60,3343604,000G3,8,Kings,,"Starrett City, Inc.",H147,40.6477378,-73.88081876,LPaladino@springcreektowers.com ,"Brooksville Affordable, LLC",(718) 648-1210,3044520200,NYC GEOG DIST #19 - BROOKLYN,331900,19,Active,5881,36047105801,-8224375.280100001,4960522.308200002
"130 Schroeders Ave, Brooklyn, 11239-2224",60,3343605,000G4,8,Kings,,"Starrett City, Inc.",H147,40.64801913,-73.88015288,LPaladino@springcreektowers.com ,"Brooksville Affordable, LLC",(718) 648-1210,3044520200,NYC GEOG DIST #19 - BROOKLYN,331900,19,Active,5881,36047105801,-8224301.154699998,4960563.584600009
"160 Schroeders Ave, Brooklyn, 11239-2419",60,3343606,000G5,8,Kings,,"Starrett City, Inc.",H147,40.64830001,-73.87947943,LPaladino@springcreektowers.com ,"Brooksville Affordable, LLC",(718) 648-1210,3044520200,NYC GEOG DIST #19 - BROOKLYN,331900,19,Active,5881,36047105801,-8224226.186499996,4960604.7951000035
"1455 Geneva Loop, Brooklyn, 11239-2420",60,3343599,000G6,8,Kings,,"Starrett City, Inc.",H147,40.64668555,-73.87821439,LPaladino@springcreektowers.com ,"Brooksville Affordable, LLC",(718) 648-1210,3044520200,NYC GEOG DIST #19 - BROOKLYN,331900,19,Active,5881,36047105801,-8224085.362900002,4960367.92490001
"1465 Geneva Loop, Brooklyn, 11239-2618",60,3343600,000G7,8,Kings,,"Starrett City, Inc.",H147,40.64624097,-73.87747378,LPaladino@springcreektowers.com ,"Brooksville Affordable, LLC",(718) 648-1210,3044520200,NYC GEOG DIST #19 - BROOKLYN,331900,19,Active,5881,36047105801,-8224002.918499997,4960302.697999999
"1465 Geneva Loop, Brooklyn, 11239-2618",60,,000G7,8,Kings,,"Starrett City, Inc.",H147,40.64515348,-73.87704296,LPaladino@springcreektowers.com ,"Brooksville Affordable, LLC",(718) 648-1210,,NYC GEOG DIST #19 - BROOKLYN,331900,19,Active,5881,36047105801,-8223954.959799996,4960143.148100004
"1515 Penn Ave, Brooklyn, 11239-2421",60,,000G9,8,Kings,,"Starrett City, Inc.",H147,40.64506818,-73.87809305,LPaladino@springcreektowers.com ,"Brooksville Affordable, LLC",(718) 648-1210,3044520200,NYC GEOG DIST #19 - BROOKLYN,331900,19,Active,5881,36047105801,-8224071.855299994,4960130.633500002
"1520 Hornell Loop, Brooklyn, 11239-2501",60,3340240,000H1,8,Kings,,"Starrett City, Inc.",H147,40.64391174,-73.87938114,LPaladino@springcreektowers.com ,"Brooksville Affordable, LLC",(718) 648-1210,3044520020,NYC GEOG DIST #19 - BROOKLYN,331900,19,Active,5881,36047105804,-8224215.244900001,4959960.970600009
"1500 Hornell Loop, Brooklyn, 11239-2517",60,3397019,000H2,8,Kings,,"Starrett City, Inc.",H147,40.64414228,-73.88031988,LPaladino@springcreektowers.com ,"Brooksville Affordable, LLC",(718) 648-1210,3044520020,NYC GEOG DIST #19 - BROOKLYN,331900,19,Active,5881,36047105804,-8224319.744999995,4959994.793200009
"1490 Hornell Loop, Brooklyn, 11239-2617",60,3340239,000H3,8,Kings,,"Starrett City, Inc.",H147,40.64507075,-73.87989355,LPaladino@springcreektowers.com ,"Brooksville Affordable, LLC",(718) 648-1210,3044520020,NYC GEOG DIST #19 - BROOKLYN,331900,19,Active,5881,36047105804,-8224272.2861,4960131.010499999
"1530 Penn Ave, Brooklyn, 11239-2714",60,,000H4,8,Kings,,"Starrett City, Inc.",H147,40.64433173,-73.8783451,LPaladino@springcreektowers.com ,"Brooksville Affordable, LLC",(718) 648-1210,3044520020,NYC GEOG DIST #19 - BROOKLYN,331900,19,Active,5881,36047105804,-8224099.913399998,4960022.587600008
"11275 Seaview Ave, Brooklyn, 11239-2713",60,3340243,000H5,8,Kings,,"Starrett City, Inc.",H147,40.64344214,-73.8782179,LPaladino@springcreektowers.com ,"Brooksville Affordable, LLC",(718) 648-1210,3044520020,NYC GEOG DIST #19 - BROOKLYN,331900,19,Active,5881,36047105804,-8224085.753599998,4959892.075800009
"11245 Seaview Ave, Brooklyn, 11239-2712",60,3391210,000H6,8,Kings,,"Starrett City, Inc.",H147,40.6430068,-73.87913837,LPaladino@springcreektowers.com ,"Brooksville Affordable, LLC",(718) 648-1210,3044520020,NYC GEOG DIST #19 - BROOKLYN,331900,19,Active,5881,36047105804,-8224188.219899999,4959828.207700007
"855 Louisiana Ave, Brooklyn, 11239-2221",60,3340244,000H7,8,Kings,,"Starrett City, Inc.",H147,40.64223011,-73.87933073,LPaladino@springcreektowers.com ,"Brooksville Affordable, LLC",(718) 648-1210,3044520020,NYC GEOG DIST #19 - BROOKLYN,331900,19,Active,5881,36047105804,-8224209.633299997,4959714.261700004
"1475 Geneva Loop, Brooklyn, 11239-2519",60,3343601,00G10,8,Kings,,"Starrett City, Inc.",H147,40.64584098,-73.87850941,LPaladino@springcreektowers.com ,"Brooksville Affordable, LLC",(718) 648-1210,3044520200,NYC GEOG DIST #19 - BROOKLYN,331900,19,Active,5881,36047105801,-8224118.204299999,4960244.013599999
"230-1 E 179 St, Bronx, 10457-3965",86,2007733,00001,15,Bronx,,Jonas Bronck Housing,H148,40.85067616,-73.90341975,housing@jbseniors.org ,"Jonas Bronck Housing Co., Inc.",(718) 299-5636,2028110003,NYC GEOG DIST # 9 - BRONX,320900,32,HFA MOU (shared with HFA),215,36005023502,-8226891.213000001,4990342.5380000025
"66 Washington St, Poughkeepsie, 12601",104,,00001,18,Dutchess,,Sixty-Six Washington St.,H150,41.70771259,-73.92933699,interfaithtowers@aol.com ,Dutchess Senior Citizens,(845) 452-1172,,POUGHKEEPSIE CITY SD,131500,39,Active,136,36027220101,-8229776.3138,5117297.526900008
"801 South St, Peekskill, 10566-4423",95,,00110,17,Westchester,,Wesley Hall Inc.,H151,41.28927237,-73.92197418,,Reliant Realty Services Inc.,,,PEEKSKILL CITY SD,661500,40,HFA MOU (shared with HFA),118,36119014100,-8228956.6863,5055104.5999
"77 New York Ave, Brooklyn, 11216-3443",56,3030090,00077,9,Kings,,Stuypark Housing Co. Inc.,H152,40.67714543,-73.94683231,,Shinda Management Corp.,,3012080001,NYC GEOG DIST #17 - BROOKLYN,331700,20,HFA MOU (shared with HFA),103,36047031300,-8231723.877399998,4964837.901100002
"100 Dunn Towers Dr, Rochester, 14606-5249",137,,00001,25,Monroe,,Dunn Tower Apartments,H154,43.16905131,-77.69693131,dt1@dunntower.com ,"Philippone Realty, Inc",(585) 429-5520,,GATES-CHILI CSD,260401,56,Active,192,36055014301,-8649183.141699996,5337739.989800006
"870 Ocean Pkwy, Brooklyn, 11230-3426",48,3170453,00001,9,Kings,,Marien-Heim Tower,H157,40.6271863,-73.97154939,,"Marien-Heim Tower, Inc.",,3065080006,NYC GEOG DIST #21 - BROOKLYN,332100,22,HFA MOU (shared with HFA),182,36047046201,-8234475.370699998,4957507.48740001
"40 Wilcox Ln, Canandaigua, 14424-1256",131,,00002,24,Ontario,,Wilcox Lane Sr. Citizen,H159,42.89140076,-77.2867311,office@wilcoxlane.com ,"Rochester Management, Inc.",(585) 394-4292,,CANANDAIGUA CITY SD,430300,54,HFA MOU (shared with HFA),119,36069050800,-8603519.8461,5295457.814400002
"7626 Highbridge Rd, Manilus, 13104-1641",127,,00001,22,Onondaga,,Creek Housing Corp.,H160,43.0057004,-75.98748111,limestonegardens1@gmail.com ,Creek Housing Corp.,(315) 682-7001,,FAYETTEVILLE-MANLIUS CSD,421001,50,Active,120,36067015201,-8458887.9532,5312840.857800007
"150 E First St, Oswego, 13126-2650",120,,00001,24,Oswego,,Oswego Community Hsg. Co.,H161,43.45582655,-76.50751275,simeondewitt@centralny.twcbc.com ,"Peters Realty Company, Inc.",(315) 343-0440,,OSWEGO CITY SD,461300,50,Active,130,36075021604,-8516777.6332,5381614.008200012
"125 Beach 19 St, Queens, 11691-3778",23,4301622,00003,5,Queens,100-year,Brookdale Village Hsg Co,H162,40.59321412,-73.75344258,tbothelon@Jasa.Org ,"JASA Housing Mgmt. Services for the Aged, Inc.",(718) 327-5587,4158100055,NYC GEOG DIST #27 - QUEENS,342700,10,HFA MOU (shared with HFA),547,36081099802,-8210195.823699998,4952525.943300001
"135 Beach 19 St, Queens, 11691-3778",23,4301622,00004,5,Queens,100-year,Brookdale Village Hsg Co,H162,40.59345787,-73.75417142,tbothelon@Jasa.Org ,"JASA Housing Mgmt. Services for the Aged, Inc.",(718) 327-5587,4158100055,NYC GEOG DIST #27 - QUEENS,342700,10,HFA MOU (shared with HFA),547,36081099802,-8210276.957800001,4952561.676800005
"100 Rochester St, Fulton, 13069-1731",120,,00001,24,Oswego,,Towpath Towers,H165,43.32249737,-76.41653704,pattyford@centralny.twcbc.com ,"Peters Realty Company, Inc.",(315) 598-4700,,FULTON CITY SD,460500,50,Active,121,36075021101,-8506650.258999996,5361190.097800009
"1 Father Finian Sullivan Dr, Yonkers, 10703-2841",90,,00001,16,Westchester,,"Sacred Heart Associates, L. P.",H168,40.945731,-73.88595589,mburke@hhmgmt.com ,"Sacred Heart Associates, L. P.",(914) 969-6159,,YONKERS CITY SD,662300,35,Active,150,36119000601,-8224947.144999998,5004341.515300013
"49 E 73 St, Manhattan, 10021-3520",73,1041499,00650,12,New York,,James Lenox House Assoc.,H169,40.77229578,-73.964171,aotero@phippsny.org ,"Phipps Houses Services, Inc.",(212) 532-1080,1013880026,NYC GEOG DIST # 2 - MANHATTAN,310200,28,Active,100,36061013000,-8233654.012799997,4978814.353100009
"276 Linwood Ave, Buffalo, 14209-1802",141,,00001,26,Erie,,"272-280 Linwood Avenue, Inc.",H170,42.9099814,-78.8688663,mprinzbach@baptist-manor.org ,"272-280 Linwood Avenue, Inc.",(716) 881-1120,,BUFFALO CITY SD,140600,61,Active,127,36029006702,-8779642.387400001,5298281.408200003
"135 Main St, Poughkeepsie, 12601-3043",104,,00135,18,Dutchess,,Admiral Halsey Senior Village,H174,41.70559743,-73.93357211,,Reliant Realty Services Inc.,,,POUGHKEEPSIE CITY SD,131500,39,HFA MOU (shared with HFA),119,36027220101,-8230247.7652999945,5116982.135900006
"55 Fulton St, Middletown, 10940-6343",100,,00006,18,Orange,,South-East Towers Hsg.,H175,41.44256331,-74.42119257,ymarrero@related.com ,"Related Management Co., L.P.",(845) 342-1052,,MIDDLETOWN CITY SD,441000,42,Active,107,36071015100,-8284529.442299996,5077841.6922000125
"25 91 St, Brooklyn, 11209-5449",64,,0000E,11,Kings,,Shore Road Community Serv,H177,40.62177345,-74.0390799,,"Rose Community Management, LLC",,3060780010,NYC GEOG DIST #20 - BROOKLYN,332000,26,HFA MOU (shared with HFA),559,36047005201,-8241992.835100001,4956713.598600008
"5 91 St, Brooklyn, 11209-5449",64,,0000W,11,Kings,,Shore Road Community Serv,H177,40.62180163,-74.03974585,,"Rose Community Management, LLC",,3060780010,NYC GEOG DIST #20 - BROOKLYN,332000,26,HFA MOU (shared with HFA),559,36047005201,-8242066.968299998,4956717.7315
"990 Aldus St, Bronx, 10459",85,2006080,00990,14,Bronx,,Aldus Green Housing Co.,H179A,40.82299043,-73.8891832,,Kraus Management,,2027470024,NYC GEOG DIST # 8 - BRONX,320800,32,Limited Supervision,395,36005011900,-8225306.406799998,4986268.965600006
"995 Aldus St, Bronx, 10459",85,2006108,00995,14,Bronx,,Aldus Green Housing Co.,H179A,40.82330815,-73.88911301,,Kraus Management,,2027480064,NYC GEOG DIST # 8 - BRONX,320800,32,Limited Supervision,395,36005011900,-8225298.593300002,4986315.704099998
"996 Aldus St, Bronx, 10459",85,2006081,00996,14,Bronx,,Aldus Green Housing Co.,H179A,40.82300898,-73.88881489,,Kraus Management,,2027470028,NYC GEOG DIST # 8 - BRONX,320800,32,Limited Supervision,395,36005011900,-8225265.4067,4986271.694400005
"999 Aldus St, Bronx, 10459",85,2006107,00999,14,Bronx,,Aldus Green Housing Co.,H179A,40.82331984,-73.88887138,,Kraus Management,,2027480062,NYC GEOG DIST # 8 - BRONX,320800,32,Limited Supervision,395,36005011900,-8225271.695099996,4986317.4238000065
"1001 Bryant Ave, Bronx, 10459",85,2006106,01001,14,Bronx,,Aldus Green Housing Co.,H179A,40.82343718,-73.88869309,,Kraus Management,,2027480060,NYC GEOG DIST # 8 - BRONX,320800,32,Limited Supervision,395,36005011900,-8225251.847999997,4986334.685200006
"1010 Bryant Ave, Bronx, 10459",85,2006226,01010,14,Bronx,,Aldus Green Housing Co.,H179A,40.82358443,-73.88844939,,Kraus Management,,2027560001,NYC GEOG DIST # 8 - BRONX,320800,32,Limited Supervision,395,36005011900,-8225224.719399998,4986356.346699998
"1013 Bryant Ave, Bronx, 10459",85,2006105,01013,14,Bronx,,Aldus Green Housing Co.,H179A,40.82364476,-73.88871041,,Kraus Management,,2027480058,NYC GEOG DIST # 8 - BRONX,320800,32,Limited Supervision,395,36005011900,-8225253.775999999,4986365.221600011
"1016 Bryant Ave, Bronx, 10459",85,2006227,01016,14,Bronx,,Aldus Green Housing Co.,H179A,40.82387052,-73.88847389,,Kraus Management,,2027560006,NYC GEOG DIST # 8 - BRONX,320800,32,Limited Supervision,395,36005011900,-8225227.446699997,4986398.432500005
"1017 Bryant Ave, Bronx, 10459",85,2006104,01017,14,Bronx,,Aldus Green Housing Co.,H179A,40.82375939,-73.88872001,,Kraus Management,,2027480056,NYC GEOG DIST # 8 - BRONX,320800,32,Limited Supervision,395,36005011900,-8225254.844700001,4986382.084500007
"1025 Aldus St, Bronx, 10459",85,2006246,01025,14,Bronx,,Aldus Green Housing Co.,H179A,40.82336738,-73.88785061,,Kraus Management,,2027560050,NYC GEOG DIST # 8 - BRONX,320800,32,Limited Supervision,395,36005011900,-8225158.063499998,4986324.417199999
"1032 Aldus St, Bronx, 10459",85,2006214,01032,14,Bronx,,Aldus Green Housing Co.,H179A,40.82319939,-73.88733435,,Kraus Management,,2027550029,NYC GEOG DIST # 8 - BRONX,320800,32,Limited Supervision,395,36005011900,-8225100.593699999,4986299.704900004
"1809 E Fayette St, Syracuse, 13210",128,,00001,22,Onondaga,,Onondaga Hilltop Homes,H231,43.04858562,-76.11937264,,"Related Mgmt. Co., L.P.",,,SYRACUSE CITY SD,421800,48,HFA MOU (shared with HFA),394,36067003500,-8473570.056299996,5319371.312900007
